                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.7581,                 2.1305,                 1.9537,                0.55861,                0.52751,                0.53746,                 0.2794,                 1.5667,                 2.0629,                 1.8356,              0.0017822,              0.0017822,              0.0017822
                     14,                 1.6316,                 2.0665,                 1.8381,                0.57431,                0.60518,                0.60026,                0.35139,                 1.3775,                 1.7115,                 1.6976,              0.0017624,              0.0017624,              0.0017624
                     15,                 1.5078,                 1.7967,                 1.7292,                0.66661,                0.61812,                 0.6715,                0.37179,                 1.4008,                   1.67,                 1.7091,              0.0017426,              0.0017426,              0.0017426
                     16,                 1.6161,                 1.9585,                 1.7735,                0.56138,                0.61812,                0.58052,                 0.3401,                 1.4155,                 1.8462,                 1.7525,              0.0017228,              0.0017228,              0.0017228
                     17,                 1.5577,                 1.7924,                 1.7333,                0.70029,                0.62783,                0.67154,                0.39872,                 1.3814,                 1.7619,                 1.7192,               0.001703,               0.001703,               0.001703
                     18,                 1.5732,                 1.7716,                 1.7977,                0.62126,                0.67417,                0.64276,                0.38627,                 1.3227,                 1.5487,                 1.6233,              0.0016832,              0.0016832,              0.0016832
                     19,                 1.4989,                 1.7445,                 1.6793,                0.65786,                0.60983,                0.64622,                0.39019,                 1.2842,                 1.7802,                 1.5868,              0.0016634,              0.0016634,              0.0016634
                     20,                 1.5086,                 1.7209,                 1.7112,                 0.7391,                0.62343,                0.69308,                0.40228,                 1.3294,                 1.6667,                 1.6395,              0.0016436,              0.0016436,              0.0016436
                     21,                 1.4922,                 1.6713,                 1.6606,                0.49576,                0.69256,                0.54139,                  0.302,                 1.3873,                  2.205,                 1.6793,              0.0016238,              0.0016238,              0.0016238
                     22,                 1.5355,                 1.7017,                 1.7491,                0.61134,                0.66667,                0.65592,                0.38187,                 1.3508,                 1.5536,                 1.6371,               0.001604,               0.001604,               0.001604
                     23,                 1.4924,                 1.6819,                 1.6951,                0.76422,                0.63754,                0.74865,                0.46876,                 1.3066,                 1.3723,                 1.5861,              0.0015842,              0.0015842,              0.0015842
                     24,                 1.4265,                 1.6061,                 1.6239,                0.75768,                0.60518,                0.73617,                0.46668,                 1.2944,                 1.4507,                 1.5695,              0.0015644,              0.0015644,              0.0015644
                     25,                 1.4827,                  1.568,                 1.6547,                0.68495,                0.67638,                0.74098,                0.45706,                 1.2935,                 1.4581,                 1.5429,              0.0015446,              0.0015446,              0.0015446
                     26,                 1.4096,                 1.5284,                 1.6138,                0.78667,                0.64078,                0.76647,                 0.4921,                 1.2135,                 1.3694,                 1.5093,              0.0015248,              0.0015248,              0.0015248
                     27,                 1.4408,                 1.5704,                 1.6371,                0.79412,                0.70874,                0.78767,                0.49352,                 1.3389,                 1.2979,                   1.65,               0.001505,               0.001505,               0.001505
                     28,                 1.4037,                  1.545,                 1.6323,                0.84142,                0.68686,                0.80819,                0.53483,                 1.2082,                  1.148,                 1.4871,              0.0014852,              0.0014852,              0.0014852
                     29,                 1.4703,                 1.5084,                 1.6629,                0.81722,                0.69453,                0.80411,                  0.518,                 1.2513,                 1.1941,                 1.5173,              0.0014654,              0.0014654,              0.0014654
                     30,                 1.4028,                 1.5395,                 1.5952,                 0.8644,                0.65696,                0.78933,                0.50119,                 1.2488,                 1.3653,                 1.5487,              0.0014456,              0.0014456,              0.0014456
                     31,                 1.4428,                 1.5501,                 1.6374,                0.80131,                0.71782,                0.79042,                0.50996,                 1.2101,                 1.3143,                 1.4969,              0.0014258,              0.0014258,              0.0014258
                     32,                  1.377,                 1.3881,                 1.5626,                0.84324,                0.77023,                0.84865,                0.56667,                 1.1625,                 1.1446,                 1.4422,               0.001406,               0.001406,               0.001406
                     33,                  1.299,                  1.374,                 1.5188,                0.86488,                0.74575,                0.85292,                0.56403,                 1.1473,                 1.0639,                 1.4551,              0.0013862,              0.0013862,              0.0013862
                     34,                 1.3898,                 1.3955,                 1.5857,                0.85878,                0.70848,                0.80653,                 0.5264,                 1.2212,                 1.1143,                 1.5125,              0.0013664,              0.0013664,              0.0013664
                     35,                 1.4376,                 1.4416,                 1.6518,                0.76274,                0.66019,                0.75604,                0.46319,                 1.3376,                 1.3392,                 1.6107,              0.0013466,              0.0013466,              0.0013466
                     36,                 1.4351,                 1.4931,                 1.6369,                0.79387,                0.68285,                0.78084,                0.49404,                 1.2467,                  1.424,                 1.5336,              0.0013268,              0.0013268,              0.0013268
                     37,                 1.3454,                 1.3528,                 1.5774,                 0.8564,                0.75269,                 0.8431,                0.55233,                 1.1917,                  1.177,                 1.5026,               0.001307,               0.001307,               0.001307
                     38,                 1.3762,                 1.3894,                 1.6814,                0.79056,                0.73293,                0.81592,                0.53268,                 1.2171,                 1.1764,                 1.5088,              0.0012872,              0.0012872,              0.0012872
                     39,                  1.402,                 1.4371,                  1.633,                0.84571,                0.80583,                0.86886,                0.58724,                 1.1288,                 1.0238,                 1.4481,              0.0012674,              0.0012674,              0.0012674
                     40,                 1.2959,                 1.3948,                 1.5798,                0.83971,                 0.7767,                0.84744,                0.57768,                 1.1391,                 1.0511,                 1.4412,              0.0012476,              0.0012476,              0.0012476
                     41,                 1.3619,                 1.3956,                 1.6094,                0.74981,                0.77994,                0.82006,                0.53682,                 1.1819,                 1.1166,                 1.4781,              0.0012278,              0.0012278,              0.0012278
                     42,                 1.2876,                 1.3369,                 1.5175,                0.81397,                0.77882,                0.85185,                 0.5669,                 1.1223,                 1.0604,                 1.4415,               0.001208,               0.001208,               0.001208
                     43,                 1.2721,                 1.3088,                 1.5299,                0.86643,                0.78641,                0.88444,                 0.6074,                 1.0832,                0.93796,                 1.4136,              0.0011882,              0.0011882,              0.0011882
                     44,                 1.2546,                   1.23,                 1.5161,                0.80034,                0.83172,                0.88281,                0.61651,                 1.0541,                0.89337,                 1.3646,              0.0011684,              0.0011684,              0.0011684
                     45,                 1.2542,                  1.294,                 1.5021,                0.86209,                0.78897,                0.88662,                0.60221,                 1.0846,                0.93269,                 1.3767,              0.0011486,              0.0011486,              0.0011486
                     46,                 1.2544,                 1.1942,                 1.5023,                0.88607,                0.78027,                0.89499,                 0.6055,                  1.078,                0.92698,                 1.3897,              0.0011288,              0.0011288,              0.0011288
                     47,                 1.2664,                 1.2169,                 1.5292,                0.84055,                0.80185,                0.88778,                0.59429,                 1.0881,                0.95786,                 1.4082,               0.001109,               0.001109,               0.001109
                     48,                 1.2862,                 1.2474,                 1.5066,                0.81988,                0.79546,                0.87247,                0.58874,                 1.1236,                 1.0234,                 1.4497,              0.0010892,              0.0010892,              0.0010892
                     49,                 1.2376,                 1.2625,                 1.5167,                0.87524,                0.75405,                0.87338,                0.57929,                 1.1273,                 1.0006,                 1.4639,              0.0010694,              0.0010694,              0.0010694
                     50,                 1.2732,                 1.2807,                 1.5392,                0.84819,                 0.7411,                0.83665,                0.56195,                 1.0927,                 1.0395,                 1.4164,              0.0010496,              0.0010496,              0.0010496
                     51,                 1.2292,                  1.264,                 1.5192,                0.85369,                 0.7742,                0.88251,                0.60228,                 1.0532,                0.95857,                 1.3584,              0.0010298,              0.0010298,              0.0010298
                     52,                 1.2176,                 1.1586,                 1.5051,                0.81633,                0.80583,                0.86458,                0.59452,                  1.063,                0.93517,                 1.3608,                0.00101,                0.00101,                0.00101
                     53,                 1.1963,                 1.1582,                 1.4658,                0.85312,                0.78317,                0.86772,                 0.5919,                 1.0798,                0.96185,                 1.3614,              0.0009902,              0.0009902,              0.0009902
                     54,                 1.2645,                 1.2178,                 1.5366,                0.89286,                0.80905,                0.89903,                0.62434,                 1.0467,                0.88385,                 1.3462,              0.0009704,              0.0009704,              0.0009704
                     55,                 1.2277,                 1.2333,                 1.5042,                0.88256,                0.82848,                0.90144,                0.61316,                 1.1094,                 0.8616,                 1.3755,              0.0009506,              0.0009506,              0.0009506
                     56,                 1.2128,                 1.1649,                 1.4873,                0.89906,                0.81553,                0.91168,                0.63365,                 1.0349,                0.82342,                 1.3286,              0.0009308,              0.0009308,              0.0009308
                     57,                 1.1554,                 1.1291,                 1.4074,                0.90077,                0.84142,                0.91746,                0.64655,                0.99716,                0.81298,                 1.3054,               0.000911,               0.000911,               0.000911
                     58,                  1.208,                 1.1118,                 1.4428,                0.91638,                0.85114,                0.91389,                0.65495,                0.97321,                0.81073,                  1.286,              0.0008912,              0.0008912,              0.0008912
                     59,                 1.2556,                 1.1729,                 1.4865,                0.89537,                0.82201,                0.90438,                0.64043,                 1.0182,                0.83383,                 1.3008,              0.0008714,              0.0008714,              0.0008714
                     60,                 1.1929,                 1.1543,                 1.4373,                0.92675,                0.77795,                0.90943,                0.64909,                0.98734,                0.79628,                  1.304,              0.0008516,              0.0008516,              0.0008516
                     61,                 1.1659,                 1.0794,                 1.4473,                 0.9166,                0.82848,                0.91899,                0.64182,                 1.0053,                0.78933,                 1.3293,              0.0008318,              0.0008318,              0.0008318
                     62,                 1.2079,                 1.0987,                 1.4742,                0.91033,                0.82134,                0.90927,                0.63303,                 1.0209,                0.80567,                 1.3454,               0.000812,               0.000812,               0.000812
                     63,                 1.2059,                 1.1051,                 1.4616,                0.89549,                0.82848,                0.90628,                0.64276,                0.99295,                0.81425,                 1.3155,              0.0007922,              0.0007922,              0.0007922
                     64,                 1.1984,                 1.0975,                 1.4428,                0.91955,                0.81553,                0.90843,                0.65774,                0.96289,                0.79077,                 1.2901,              0.0007724,              0.0007724,              0.0007724
                     65,                 1.1433,                 1.1117,                  1.425,                0.91401,                0.82848,                0.92417,                0.66719,                0.93138,                0.75979,                 1.2671,              0.0007526,              0.0007526,              0.0007526
                     66,                 1.1756,                 1.0737,                  1.437,                0.93392,                0.81553,                 0.9199,                0.65526,                0.94017,                0.78869,                 1.2691,              0.0007328,              0.0007328,              0.0007328
                     67,                 1.1819,                 1.0787,                 1.4461,                 0.9284,                0.81553,                0.91887,                0.66536,                0.94044,                0.77662,                 1.2707,               0.000713,               0.000713,               0.000713
                     68,                 1.1776,                 1.0627,                 1.4701,                0.88769,                0.86408,                0.92401,                0.66717,                0.95322,                0.77036,                 1.2643,              0.0006932,              0.0006932,              0.0006932
                     69,                  1.098,                 1.0953,                 1.4263,                0.90854,                0.86802,                0.92463,                0.64732,                0.99697,                0.81258,                 1.2929,              0.0006734,              0.0006734,              0.0006734
                     70,                 1.0548,                0.96128,                 1.3693,                0.92262,                0.84892,                0.92653,                0.66757,                0.95264,                0.76378,                 1.2709,              0.0006536,              0.0006536,              0.0006536
                     71,                  1.118,                 1.0099,                 1.4017,                0.93571,                0.83819,                 0.9415,                0.69726,                0.89573,                0.71082,                 1.2324,              0.0006338,              0.0006338,              0.0006338
                     72,                 1.0735,                0.97082,                 1.3444,                0.94452,                0.82636,                0.93853,                0.69963,                0.89149,                0.70632,                 1.2293,               0.000614,               0.000614,               0.000614
                     73,                 1.1142,                0.95819,                 1.4373,                0.92649,                0.85662,                0.94116,                0.69952,                0.89283,                0.70766,                 1.2293,              0.0005942,              0.0005942,              0.0005942
                     74,                 1.0827,                0.99657,                 1.3782,                0.93012,                0.85761,                0.94233,                0.69775,                0.90402,                0.71084,                 1.2283,              0.0005744,              0.0005744,              0.0005744
                     75,                 1.1064,                 1.0155,                 1.4095,                0.93743,                 0.8479,                0.94086,                0.69794,                0.90515,                0.71991,                 1.2303,              0.0005546,              0.0005546,              0.0005546
                     76,                 1.1165,                  1.061,                 1.3984,                0.91872,                0.84135,                 0.9321,                0.70901,                0.86856,                0.70075,                  1.218,              0.0005348,              0.0005348,              0.0005348
                     77,                 1.0995,                0.97552,                 1.3968,                0.89757,                 0.8479,                0.93321,                  0.703,                0.89484,                0.71475,                 1.2324,               0.000515,               0.000515,               0.000515
                     78,                 1.0741,                 1.0185,                 1.4004,                 0.9067,                0.85437,                0.93158,                0.69453,                0.90336,                0.72687,                  1.236,              0.0004952,              0.0004952,              0.0004952
                     79,                 1.1023,                0.92822,                  1.401,                0.91787,                0.85113,                0.93834,                0.69492,                0.88861,                0.71315,                 1.2206,              0.0004754,              0.0004754,              0.0004754
                     80,                 1.0714,                0.91328,                 1.3786,                0.91178,                0.87055,                0.94422,                 0.7072,                0.85992,                0.68442,                 1.1995,              0.0004556,              0.0004556,              0.0004556
                     81,                 1.0292,                0.94641,                 1.3405,                0.94372,                0.85437,                0.94511,                0.71263,                0.85373,                0.67819,                 1.1929,              0.0004358,              0.0004358,              0.0004358
                     82,                 1.0665,                0.93212,                 1.3499,                0.95561,                0.87702,                0.95355,                0.71949,                0.84717,                0.65327,                 1.1935,               0.000416,               0.000416,               0.000416
                     83,                 1.0338,                0.92267,                 1.3771,                0.91938,                0.90291,                0.95608,                0.72381,                0.84312,                0.65601,                 1.1999,              0.0003962,              0.0003962,              0.0003962
                     84,                0.96996,                0.90513,                 1.3125,                0.92676,                0.89968,                0.95505,                 0.7232,                0.84642,                0.65492,                 1.2031,              0.0003764,              0.0003764,              0.0003764
                     85,                 1.0453,                 0.9138,                 1.3579,                0.93009,                0.90412,                0.95758,                0.72969,                0.83567,                0.64394,                 1.1935,              0.0003566,              0.0003566,              0.0003566
                     86,                 1.0305,                0.91806,                 1.3841,                0.91801,                0.89968,                0.95762,                0.73219,                0.83508,                0.64293,                 1.1984,              0.0003368,              0.0003368,              0.0003368
                     87,                 1.0838,                0.97632,                 1.3896,                 0.9187,                0.88673,                0.95151,                0.73074,                0.82786,                0.65554,                 1.1952,               0.000317,               0.000317,               0.000317
                     88,                 1.0278,                0.90513,                 1.3541,                0.91484,                 0.8932,                0.95322,                0.73502,                0.81413,                0.64031,                 1.1857,              0.0002972,              0.0002972,              0.0002972
                     89,                0.95289,                0.91098,                 1.3119,                0.94084,                0.88026,                0.95243,                0.73107,                0.81787,                0.64672,                 1.1874,              0.0002774,              0.0002774,              0.0002774
                     90,                0.98116,                 0.8783,                 1.3174,                0.92923,                0.89644,                0.95486,                0.73356,                 0.8074,                0.63732,                 1.1769,              0.0002576,              0.0002576,              0.0002576
                     91,                0.81364,                0.70081,                 1.1873,                 0.9072,                0.91746,                0.96002,                0.73008,                0.79563,                0.65428,                  1.161,              0.0002378,              0.0002378,              0.0002378
                     92,                0.81349,                0.68164,                 1.1787,                0.93676,                0.91079,                0.96514,                 0.7376,                0.78624,                0.62279,                 1.1538,               0.000218,               0.000218,               0.000218
                     93,                0.80576,                0.67592,                 1.1969,                0.93096,                0.90615,                0.95986,                0.73574,                0.79068,                0.62244,                 1.1544,              0.0001982,              0.0001982,              0.0001982
                     94,                0.79682,                0.66863,                 1.2148,                0.94456,                 0.8932,                0.96021,                0.73717,                0.78617,                0.61486,                 1.1475,              0.0001784,              0.0001784,              0.0001784
                     95,                0.81054,                0.67651,                 1.1979,                0.93686,                0.91242,                0.96028,                0.74028,                 0.7896,                0.61533,                 1.1469,              0.0001586,              0.0001586,              0.0001586
                     96,                0.79143,                0.64789,                 1.1866,                0.92528,                 0.9217,                0.96318,                0.74331,                0.77594,                0.60225,                 1.1389,              0.0001388,              0.0001388,              0.0001388
                     97,                0.77438,                0.62282,                 1.1674,                0.92955,                0.91909,                0.96201,                0.73973,                0.77667,                0.60754,                 1.1379,               0.000119,               0.000119,               0.000119
                     98,                0.79121,                0.63433,                 1.2033,                0.94142,                0.91586,                0.96404,                0.74288,                0.77256,                 0.6008,                 1.1358,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                0.74137,                0.59547,                 1.1112,                0.93288,                0.92557,                0.96408,                0.74247,                0.76323,                0.59105,                 1.1298,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                 0.7635,                0.61697,                 1.1564,                0.92627,                0.92233,                0.96496,                0.74095,                0.76185,                0.58818,                 1.1304,               5.96e-05,               5.96e-05,               5.96e-05
